,icd9_code,diagnoses_short_title,diagnoses_long_title,procedure_short_title,procedure_long_title
980,9852,Toxic effect manganese,Toxic effect of manganese and its compounds,Eswl gb/bile duct,Extracorporeal shockwave lithotripsy [ESWL] of the gallbladder and/or bile duct
981,9859,Toxic effect metal NOS,Toxic effect of unspecified metal,Eswl other sites,Extracorporeal shockwave lithotripsy of other sites
982,9910,Frostbite of face,Frostbite of face,Inject/inf thrombo agent,Injection or infusion of thrombolytic agent
983,9911,Frostbite of hand,Frostbite of hand,Inject rh immune globul,Injection of Rh immune globulin
984,9912,Frostbite of foot,Frostbite of foot,Allergy immunization,Immunization for allergy
985,9913,Frostbite NEC/NOS,Frostbite of other and unspecified sites,Autoimmune dis immunizat,Immunization for autoimmune disease
986,9914,Immersion foot,Immersion foot,Injct/inf immunoglobulin,Injection or infusion of immunoglobulin
987,9915,Chilblains,Chilblains,Parent infus nutrit sub,Parenteral infusion of concentrated nutritional substances
988,9916,Hypothermia,Hypothermia,Inject antidote,Injection of antidote
989,7321,Juv osteochondros pelvis,Juvenile osteochondrosis of hip and pelvis,Int/comb version no extr,Internal and combined version without extraction
990,7322,Femoral epiphysiolysis,Nontraumatic slipped upper femoral epiphysis,Int/comb version w extr,Internal and combined version with extraction
991,7903,Excess blood-alcohol lev,Excessive blood level of alcohol,Cl fx reduc-metacar/car,"Closed reduction of fracture without internal fixation, carpals and metacarpals"
992,7904,Elev transaminase/ldh,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],Cl fx reduc-finger,"Closed reduction of fracture without internal fixation, phalanges of hand"
993,7905,Abn serum enzy level NEC,Other nonspecific abnormal serum enzyme levels,Cl fx reduc-femur,"Closed reduction of fracture without internal fixation, femur"
994,7906,Abn blood chemistry NEC,Other abnormal blood chemistry,Cl fx reduc-tibia/fibula,"Closed reduction of fracture without internal fixation, tibia and fibula"
995,7907,Bacteremia,Bacteremia,Cl fx reduc-metatar/tar,"Closed reduction of fracture without internal fixation, tarsals and metatarsals"
996,7908,Viremia NOS,"Viremia, unspecified",Cl fx reduc-toe,"Closed reduction of fracture without internal fixation, phalanges of foot"
997,7910,Proteinuria,Proteinuria,Cl fx reduc-int fix NOS,"Closed reduction of fracture with internal fixation, unspecified site"
998,7911,Chyluria,Chyluria,Clos red-int fix humerus,"Closed reduction of fracture with internal fixation, humerus"
999,7912,Hemoglobinuria,Hemoglobinuria,Cl red-int fix rad/ulna,"Closed reduction of fracture with internal fixation, radius and ulna"
1000,7913,Myoglobinuria,Myoglobinuria,Cl red-int fix metac/car,"Closed reduction of fracture with internal fixation, carpals and metacarpals"
1001,7914,Biliuria,Biliuria,Close red-int fix finger,"Closed reduction of fracture with internal fixation, phalanges of hand"
1002,7915,Glycosuria,Glycosuria,Closed red-int fix femur,"Closed reduction of fracture with internal fixation, femur"
1003,7916,Acetonuria,Acetonuria,Cl red-int fix tib/fibu,"Closed reduction of fracture with internal fixation, tibia and fibula"
1004,7917,Oth cells/casts in urine,Other cells and casts in urine,Cl red-int fix metat/tar,"Closed reduction of fracture with internal fixation, tarsals and metatarsals"
1005,7919,Abn urine findings NEC,Other nonspecific findings on examination of urine,Cl fx reduc-int fix NEC,"Closed reduction of fracture with internal fixation, other specified bone"
1006,7920,Abn fnd-cerebrospinal fl,Nonspecific abnormal findings in cerebrospinal fluid,Open fx reduction NOS,"Open reduction of fracture without internal fixation, unspecified site"
1007,7921,Abn find-stool contents,Nonspecific abnormal findings in stool contents,Open reduc-humerus fx,"Open reduction of fracture without internal fixation, humerus"
1008,7922,Abn findings-semen,Nonspecific abnormal findings in semen,Open reduc-radius/uln fx,"Open reduction of fracture without internal fixation, radius and ulna"
1009,7923,Abn find-amniotic fluid,Nonspecific abnormal findings in amniotic fluid,Open reduc-metac/car fx,"Open reduction of fracture without internal fixation, carpals and metacarpals"
1010,7924,Abn findings-saliva,Nonspecific abnormal findings in saliva,Open reduction-finger fx,"Open reduction of fracture without internal fixation, phalanges of hand"
1011,7925,Cloudy dialysis effluent,Cloudy (hemodialysis) (peritoneal) dialysis effluent,Open reduction-femur fx,"Open reduction of fracture without internal fixation, femur"
1012,9159,Suprf inj finger NEC-inf,"Other and unspecified superficial injury of fingers, infected",Micro exam-musculosk NEC,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, other microscopic examination"
1013,9161,Abrasion hip/leg-infect,"Abrasion or friction burn of hip, thigh, leg, and ankle, infected",Bact smear-integument,"Microscopic examination of specimen from skin and other integument, bacterial smear"
1014,9162,Blister hip & leg,"Blister of hip, thigh, leg, and ankle, without mention of infection",Culture-integument,"Microscopic examination of specimen from skin and other integument, culture"
1015,9163,Blister hip & leg-infect,"Blister of hip, thigh, leg, and ankle, infected",C & s-integument,"Microscopic examination of specimen from skin and other integument, culture and sensitivity"
1016,9164,Insect bite hip & leg,"Insect bite, nonvenomous, of hip, thigh, leg, and ankle, without mention of infection",Parasitology-integument,"Microscopic examination of specimen from skin and other integument, parasitology"
1017,9165,Insect bite hip/leg-inf,"Insect bite, nonvenomous of hip, thigh, leg, and ankle, infected",Toxicology-integument,"Microscopic examination of specimen from skin and other integument, toxicology"
1018,9166,Foreign body hip/leg,"Superficial foreign body (splinter) of hip, thigh, leg, and ankle, without major open wound and without mention of infection",Cell blk/pap-integument,"Microscopic examination of specimen from skin and other integument, cell block and Papanicolaou smear"
1019,9169,Superf inj leg NEC-infec,"Other and unspecified superficial injury of hip, thigh, leg, and ankle, infected",Micro exam-integumen NEC,"Microscopic examination of specimen from skin and other integument, other microscopic examination"
1020,8670,Bladder/urethra inj-clos,"Injury to bladder and urethra, without mention of open wound into cavity",Pedicle graft/flap NOS,"Pedicle or flap graft, not otherwise specified"
1021,8671,Bladder/urethra inj-open,"Injury to bladder and urethra, with open wound into cavity",Cut & prep pedicle graft,Cutting and preparation of pedicle grafts or flaps
1022,8672,Ureter injury-closed,"Injury to ureter, without mention of open wound into cavity",Pedicle graft advancemen,Advancement of pedicle graft
1023,8673,Ureter injury-open,"Injury to ureter, with open wound into cavity",Attach pedicle to hand,Attachment of pedicle or flap graft to hand
1024,8674,Uterus injury-closed,"Injury to uterus, without mention of open wound into cavity",Attach pedicle graft NEC,Attachment of pedicle or flap graft to other sites
1025,8675,Uterus injury-open,"Injury to uterus, with open wound into cavity",Revision of pedicle grft,Revision of pedicle or flap graft
1026,7929,Abn find-body subst NEC,Other nonspecific abnormal findings in body substances,Open fx reduction NEC,"Open reduction of fracture without internal fixation, other specified bone"
1027,7930,Nonsp abn fd-skull/head,Nonspecific (abnormal) findings on radiological and other examination of skull and head,Opn fx red w int fix NOS,"Open reduction of fracture with internal fixation, unspecified site"
1028,7932,Nonsp abn intrathor NEC,Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs,Op red-int fix rad/ulna,"Open reduction of fracture with internal fixation, radius and ulna"
1029,7933,Nonsp abn fd-bilry tract,Nonspecific (abnormal) findings on radiological and other examination of biliary tract,Op red-int fix metac/car,"Open reduction of fracture with internal fixation, carpals and metacarpals"
1030,7934,Nonsp abn find-gi tract,Nonspecific (abnormal) findings on radiological and other examination of gastrointestinal tract,Open red-int fix finger,"Open reduction of fracture with internal fixation, phalanges of hand"
1031,7935,Nonsp abn find-gu organs,Nonspecific (abnormal) findings on radiological and other examination of genitourinary organs,Open reduc-int fix femur,"Open reduction of fracture with internal fixation, femur"
1032,7936,Nonsp abn fnd-abdom area,"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum",Op red-int fix tib/fibul,"Open reduction of fracture with internal fixation, tibia and fibula"
1033,8960,"Amputation foot, unilat","Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication",Cnt intraart bld gas mon,Continuous intra-arterial blood gas monitoring
1034,8961,"Amput foot, unilat-compl","Traumatic amputation of foot (complete) (partial), unilateral, complicated",Arterial pressure monit,Systemic arterial pressure monitoring
1035,8962,"Amputation foot, bilat","Traumatic amputation of foot (complete) (partial), bilateral, without mention of complication",Cvp monitoring,Central venous pressure monitoring
1036,8963,"Amputat foot, bilat-comp","Traumatic amputation of foot (complete) (partial), bilateral, complicated",Pulmon art press monitor,Pulmonary artery pressure monitoring
1037,9001,Inj internl jugular vein,Injury to internal jugular vein,Bact smear-nervous syst,"Microscopic examination of specimen from nervous system and of spinal fluid, bacterial smear"
1038,9009,Inj head/neck vessel NOS,Injury to unspecified blood vessel of head and neck,Micro exam-nervous NEC,"Microscopic examination of specimen from nervous system and of spinal fluid, other microscopic examination"
1039,9011,Inj innomin/subclav art,Injury to innominate and subclavian arteries,Bact smear-endocrine,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, bacterial smear"
1040,9012,Inj superior vena cava,Injury to superior vena cava,Culture-endocrine,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture"
1041,9013,Inj innomin/subclav vein,Injury to innominate and subclavian veins,C & s-endocrine,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture and sensitivity"
1042,9019,Inj thoracic vessel NOS,Injury to unspecified blood vessel of thorax,Micro exam-endocrine NEC,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, other microscopic examination"
1043,9601,Pois-antifungal antibiot,Poisoning by antifungal antibiotics,Insert nasopharyn airway,Insertion of nasopharyngeal airway
1044,9602,Poison-chloramphenicol,Poisoning by chloramphenicol group,Insert oropharyn airway,Insertion of oropharyngeal airway
1045,9603,Pois-erythromyc/macrolid,Poisoning by erythromycin and other macrolides,Insert esoph obtu airway,Insertion of esophageal obturator airway
1046,9604,Poisoning-tetracycline,Poisoning by tetracycline group,Insert endotracheal tube,Insertion of endotracheal tube
1047,9605,Pois-cephalosporin group,Poisoning of cephalosporin group,Resp tract intubat NEC,Other intubation of respiratory tract
1048,9606,Pois-antimycobac antibio,Poisoning of antimycobacterial antibiotics,Insert sengstaken tube,Insertion of Sengstaken tube
1049,9607,Pois-antineop antibiotic,Poisoning by antineoplastic antibiotics,Insert gastric tube NEC,Insertion of other (naso-)gastric tube
1050,9608,Poisoning-antibiotic NEC,Poisoning by other specified antibiotics,Insert intestinal tube,Insertion of (naso-)intestinal tube
1051,9609,Poisoning-antibiotic NOS,Poisoning by unspecified antibiotic,Insert rectal tube,Insertion of rectal tube
1052,9611,Pois-arsenic anti-infec,Poisoning by arsenical anti-infectives,Pack ext auditory canal,Packing of external auditory canal
1053,9614,Poisoning-antimalarials,Poisoning by antimalarials and drugs acting on other blood protozoa,Vaginal packing,Vaginal packing
1054,9615,Pois-antiprotoz drug NEC,Poisoning by other antiprotozoal drugs,Vaginal mold insertion,Insertion of vaginal mold
1055,9616,Poisoning-anthelmintics,Poisoning by anthelmintics,Other vaginal dilation,Other vaginal dilation
1056,9617,Poisoning-antiviral drug,Poisoning by antiviral drugs,Vag diaphragm insertion,Insertion of vaginal diaphragm
1057,9618,Pois-antimycobac drg NEC,Poisoning by other antimycobacterial drugs,Oth vagin pessary insert,Insertion of other vaginal pessary
1058,9619,Pois-anti-infect NEC/NOS,Poisoning by other and unspecified anti-infectives,Rectal packing,Rectal packing
1059,9621,Poisoning-androgens,Poisoning by androgens and anabolic congeners,Dilat frontonasal duct,Dilation of frontonasal duct
1060,9622,Poisoning-ovarian hormon,Poisoning by ovarian hormones and synthetic substitutes,Dilation of rectum,Dilation of rectum
1061,9623,Poison-insulin/antidiab,Poisoning by insulins and antidiabetic agents,Dilation anal sphincter,Dilation of anal sphincter
1062,9624,Pois-ant pituitary horm,Poisoning by anterior pituitary hormones,Dilat enterostomy stoma,Dilation and manipulation of enterostomy stoma
1063,9625,Pois-post pituitary horm,Poisoning by posterior pituitary hormones,Therapeut distent bladd,Therapeutic distention of bladder
1064,9626,Poisoning-parathyroids,Poisoning by parathyroid and parathyroid derivatives,Manual reduc rect prolap,Manual reduction of rectal prolapse
1065,9627,Poisoning-thyroid/deriv,Poisoning by thyroid and thyroid derivatives,Manual reduction hernia,Manual reduction of hernia
1066,9628,Poison-antithyroid agent,Poisoning by antithyroid agents,Manl reduct stoma prolap,Manual reduction of enterostomy prolapse
